__id,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location_address,location_city,location_state,location_zip,location.type,location.coordinates,location
row-n7gz~423h~64rq,43930223,2019-09-30T14:43:41.000,2023-09-28T10:24:06.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,11427,80-46 232 STREET,232 STREET,UNION TURNPIKE,SEWARD AVENUE,UNION TURNPIKE,SEWARD AVENUE,ADDRESS,QUEENS VILLAGE,232 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:24:09.000,13 QUEENS,4079170035,QUEENS,1056544.0,207628.0,PHONE,Unspecified,QUEENS,,,,,,,,40.736272078546136,-73.73913284189318,,,,,Point,"[-73.73913284189318, 40.736272078546136]",
row-vwtc.f5i3.acp8,43939396,2019-10-01T15:38:35.000,2023-10-18T08:32:13.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10028,530 EAST   83 STREET,EAST   83 STREET,YORK AVENUE,EAST END AVENUE,YORK AVENUE,EAST END AVENUE,ADDRESS,NEW YORK,EAST   83 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-18T08:32:18.000,08 MANHATTAN,1015790035,MANHATTAN,998736.0,221128.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.773609738913294,-73.94769918594193,,,,,Point,"[-73.94769918594193, 40.773609738913294]",
row-5z2t-i7bf_845x,43941629,2019-10-01T13:07:11.000,2023-10-15T15:07:38.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street/Curbside,10466,2201 LIGHT STREET,LIGHT STREET,SECOR AVENUE,DYRE AVENUE,SECOR AVENUE,DYRE AVENUE,ADDRESS,BRONX,LIGHT STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-15T15:07:43.000,12 BRONX,2049470010,BRONX,1030648.0,262796.0,PHONE,Unspecified,BRONX,,,,,,,,40.8878663197179,-73.83219486414808,,,,,Point,"[-73.83219486414808, 40.8878663197179]",
row-j53t_sq5a.fufz,43979648,2019-10-04T14:38:21.000,2023-09-14T13:24:03.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,Street/Curbside,11213,1607 CARROLL STREET,CARROLL STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-14T13:24:08.000,09 BROOKLYN,3014080068,BROOKLYN,1002809.0,182008.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66622719489052,-73.93310174013546,,,,,Point,"[-73.93310174013546, 40.66622719489052]",
row-zgmg_ekn5.gfz7,43980590,2019-09-21T17:22:30.000,2023-12-18T06:29:03.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10037,5 EAST  131 STREET,EAST  131 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST  131 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-12-18T06:29:07.000,11 MANHATTAN,1017560006,MANHATTAN,1001104.0,234409.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81005829715091,-73.93911634244483,,,,,Point,"[-73.93911634244483, 40.81005829715091]",
row-ztf5.6zw5_8v83,43989769,2019-10-06T13:35:15.000,2024-04-25T08:42:43.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,Street,11365,69-41 170 STREET,170 STREET,69 AVENUE,JEWEL AVENUE,69 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,170 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2024-04-25T08:42:47.000,08 QUEENS,4069430034,QUEENS,1039819.0,206125.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.73226762016016,-73.79949584762797,,,,,Point,"[-73.79949584762797, 40.73226762016016]",
row-j2kw~4w9z~j38a,39668170,2018-07-07T19:19:21.000,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Store,10013,24 MOTT STREET,MOTT STREET,CHATHAM SQUARE,MOSCO STREET,CHATHAM SQUARE,MOSCO STREET,ADDRESS,NEW YORK,,,In Progress,2018-08-06T19:19:21.000,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1001620013,MANHATTAN,984593.0,199542.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.714373430417425,-73.99876272020467,,,,,Point,"[-73.99876272020467, 40.714373430417425]",
row-5cnm-zi5f.6ha2,44023784,2019-10-10T09:38:16.000,2023-09-28T10:31:24.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,10028,416 EAST   85 STREET,EAST   85 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   85 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:31:29.000,08 MANHATTAN,1015640041,MANHATTAN,998367.0,221937.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.775830828333675,-73.94902973793954,,,,,Point,"[-73.94902973793954, 40.775830828333675]",
row-87hw_gu57~zbk8,44045939,2019-10-13T08:21:01.000,2023-12-18T06:25:25.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10035,2 EAST  129 STREET,EAST  129 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST  129 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-12-18T06:25:28.000,11 MANHATTAN,1017530069,MANHATTAN,1000813.0,233968.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.808848425028934,-73.94016864325637,,,,,Point,"[-73.94016864325637, 40.808848425028934]",
row-i7zk~9pz5-utii,44083948,2019-10-18T07:46:32.000,2023-12-18T11:06:51.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10035,126 EAST  128 STREET,EAST  128 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  128 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-12-18T11:06:54.000,11 MANHATTAN,1017750165,MANHATTAN,1001820.0,233114.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80650248647388,-73.93653324295248,,,,,Point,"[-73.93653324295248, 40.80650248647388]",
row-rhi8-tg77.ix4h,44090326,2019-10-18T07:38:52.000,2023-11-21T06:46:35.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10027,8 WEST  128 STREET,WEST  128 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  128 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-11-21T06:46:39.000,10 MANHATTAN,1017250141,MANHATTAN,1000452.0,233871.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80858285634538,-73.94147293540873,,,,,Point,"[-73.94147293540873, 40.80858285634538]",
row-89wx-nsub~dvzc,44092870,2019-10-18T07:46:58.000,2023-12-18T10:22:36.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10035,128 EAST  128 STREET,EAST  128 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  128 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-12-18T10:22:41.000,11 MANHATTAN,1017750165,MANHATTAN,1001836.0,233105.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80647775213087,-73.93647547098158,,,,,Point,"[-73.93647547098158, 40.80647775213087]",
row-kbk5_b2ja_s64a,44139579,2019-10-24T21:31:01.000,2023-10-18T12:02:56.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,10019,7 AVENUE,7 AVENUE,7 AVENUE,WEST   49 STREET,7 AVENUE,WEST   49 STREET,INTERSECTION,,,,Closed,,The Taxi and Limousine Commission reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-18T12:03:01.000,05 MANHATTAN,,MANHATTAN,988757.0,216332.0,PHONE,Unspecified,MANHATTAN,,,"7 AVENUE AND WEST   49 STREET, MANHATTAN, NY, 10019",,,,,40.76045668270954,-73.98373096728758,,,,,Point,"[-73.98373096728758, 40.76045668270954]",
row-dvqa.v8zc-atpy,44140664,2019-10-24T09:31:03.000,2023-09-28T10:41:34.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,11366,160-15 78 AVENUE,78 AVENUE,160 STREET,162 STREET,160 STREET,162 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:41:40.000,08 QUEENS,4068390043,QUEENS,1037573.0,202597.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72259796856669,-73.80762779743357,,,,,Point,"[-73.80762779743357, 40.72259796856669]",
row-wzke.gecs.m7xp,44157417,2019-10-26T11:31:55.000,2023-10-15T15:17:23.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10466,2125 CONNER STREET,CONNER STREET,VARIAN AVENUE,HARPER AVENUE,VARIAN AVENUE,HARPER AVENUE,ADDRESS,BRONX,CONNER STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,2023-10-15T15:17:26.000,12 BRONX,2049450005,BRONX,1030145.0,262476.0,PHONE,Unspecified,BRONX,,,,,,,,40.8869906522356,-73.83401622561072,,,,,Point,"[-73.83401622561072, 40.8869906522356]",
row-yz4x_9i8s_fvkz,44164499,2019-10-28T14:23:57.000,2023-09-28T10:48:20.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10065,41 EAST   67 STREET,EAST   67 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   67 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:48:25.000,08 MANHATTAN,1013820029,MANHATTAN,993302.0,219235.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76842118279036,-73.96732085682478,,,,,Point,"[-73.96732085682478, 40.76842118279036]",
row-hn6x~u2m5.giw9,44165818,2019-10-28T14:25:26.000,2023-09-28T10:48:24.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,10065,32 EAST   67 STREET,EAST   67 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   67 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:48:27.000,08 MANHATTAN,1013810149,MANHATTAN,993259.0,219252.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76846788729736,-73.96747607078402,,,,,Point,"[-73.96747607078402, 40.76846788729736]",
row-2nwg~ykak.xpzk,44166941,2019-10-28T14:20:56.000,2023-09-28T10:48:24.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10065,32 EAST   67 STREET,EAST   67 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   67 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:48:27.000,08 MANHATTAN,1013810149,MANHATTAN,993259.0,219252.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.76846788729736,-73.96747607078402,,,,,Point,"[-73.96747607078402, 40.76846788729736]",
row-9j6h_7kv4~nfsr,44169341,2019-10-28T11:43:14.000,2023-10-13T11:43:12.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11218,99 EAST    2 STREET,EAST    2 STREET,GREENWOOD AVENUE,FT HAMILTON PARKWAY,GREENWOOD AVENUE,FT HAMILTON PARKWAY,ADDRESS,BROOKLYN,EAST    2 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-13T11:43:15.000,07 BROOKLYN,3052810022,BROOKLYN,989945.0,175858.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.649364415702024,-73.97947684334277,,,,,Point,"[-73.97947684334277, 40.649364415702024]",
row-3c4h.nznc.d9wb,44197426,2019-10-31T16:42:31.000,2023-09-28T10:55:13.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11234,1876 KIMBALL STREET,KIMBALL STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,KIMBALL STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T06:55:10.000,18 BROOKLYN,3084830072,BROOKLYN,1003450.0,162886.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61374004906503,-73.93084559115299,,,,,Point,"[-73.93084559115299, 40.61374004906503]",
row-2c9q~hqc2-7sx6,44204673,2019-11-01T13:16:09.000,2023-09-28T11:07:06.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,10065,436 EAST   66 STREET,EAST   66 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   66 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T11:07:10.000,08 MANHATTAN,1014600032,MANHATTAN,995921.0,217479.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76359834798757,-73.95786890539338,,,,,Point,"[-73.95786890539338, 40.76359834798757]",
row-7wsi~33gc~52p6,44206058,2019-11-01T17:14:51.000,2023-10-15T15:17:23.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10468,3049 SEDGWICK AVENUE,SEDGWICK AVENUE,RESERVOIR AVENUE,RESERVOIR AVENUE,RESERVOIR AVENUE,RESERVOIR AVENUE,ADDRESS,BRONX,SEDGWICK AVENUE,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,2023-10-15T15:17:26.000,08 BRONX,2032530229,BRONX,1011860.0,258487.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87611824895832,-73.90016209000555,,,,,Point,"[-73.90016209000555, 40.87611824895832]",
row-95ji_ys2b-pa2h,44217118,2019-11-03T14:45:39.000,2023-09-29T06:09:45.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11234,2131 EAST   36 STREET,EAST   36 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   36 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T02:09:40.000,18 BROOKLYN,3085360026,BROOKLYN,1004007.0,160623.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60752735675979,-73.92884601463084,,,,,Point,"[-73.92884601463084, 40.60752735675979]",
row-y2tp-vu3y-uyfb,44399661,2019-11-05T14:58:56.000,2023-09-29T06:10:08.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10021,402 EAST   72 STREET,EAST   72 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   72 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree due to temporary site circumstances or obstructions. Please submit a new Service Request after the temporary condition has been cleared.,2023-09-29T02:10:03.000,08 MANHATTAN,1014660144,MANHATTAN,996539.0,218952.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76764051415509,-73.95563529707142,,,,,Point,"[-73.95563529707142, 40.76764051415509]",
row-sday~t9g5~f6fb,44509639,2019-11-06T17:25:25.000,2023-09-29T06:28:34.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11426,87-65 252 STREET,252 STREET,87 ROAD,87 DRIVE,87 ROAD,87 DRIVE,ADDRESS,BELLEROSE,252 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T02:27:52.000,13 QUEENS,4086480003,QUEENS,1063588.0,204974.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72892715695734,-73.71374659533221,,,,,Point,"[-73.71374659533221, 40.72892715695734]",
row-asis.m2md-izgr,44877392,2019-11-09T13:44:06.000,2023-10-18T11:50:15.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10003,101 EAST   20 STREET,EAST   20 STREET,PARK AVENUE SOUTH,GRAMERCY PARK SOUTH,PARK AVENUE SOUTH,GRAMERCY PARK SOUTH,ADDRESS,NEW YORK,EAST   20 STREET,,Closed,,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-18T11:50:21.000,05 MANHATTAN,1008760001,MANHATTAN,987720.0,208229.0,ONLINE,Unspecified,MANHATTAN,,,"101 EAST   20 STREET, MANHATTAN (NEW YORK), NY, 10003",,,,,40.7382164583266,-73.987478433624,,,,,Point,"[-73.987478433624, 40.7382164583266]",
row-w6ka.zcbf.e679,44882210,2019-11-08T12:30:17.000,2023-09-29T06:34:35.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10128,151 EAST   92 STREET,EAST   92 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   92 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T06:34:42.000,08 MANHATTAN,1015210024,MANHATTAN,997442.0,224597.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.783133253129826,-73.95236428163636,,,,,Point,"[-73.95236428163636, 40.783133253129826]",
